STATION,NAME,DATE,TAVG,TMAX,TMIN,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/3/06,4,7.8,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/4/06,5,7.8,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/5/06,6.6,10.6,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/6/06,1.5,3.9,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/7/06,-3.9,0,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/8/06,-7.6,-3.3,-11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/9/06,-7.8,-2.8,-11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/10/06,-11.8,-9.4,-15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/14/06,0,2.2,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/15/06,3.7,6.7,0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/16/06,5.8,10,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/17/06,3.1,9.4,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/18/06,-11.8,-7.2,-18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/19/06,-12.1,-6.1,-18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/20/06,-5.4,-0.6,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/21/06,-3.4,0,-6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/22/06,-2.7,1.7,-7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/23/06,0.4,3.3,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/24/06,-2.9,0,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/25/06,-10,-5.6,-15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/26/06,-11.6,-6.1,-16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/27/06,-13.7,-10.6,-18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/28/06,-9.8,-7.8,-12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/1/06,-11.1,-8.3,-15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/2/06,-9.6,-9.4,-10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/17/06,-3.1,2.2,-6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/18/06,-4.3,1.1,-9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/19/06,-5.1,-1.1,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/20/06,-3.6,2.8,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/21/06,0.4,6.7,-4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/22/06,1.6,4.4,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/23/06,3.3,8.3,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/24/06,3.4,7.2,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/25/06,3.4,7.2,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/26/06,3.7,6.7,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/27/06,5.6,13.3,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/28/06,5,12.2,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/29/06,7.8,15,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/30/06,9.5,16.7,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/31/06,11.3,19.4,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/1/06,9.2,12.8,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/2/06,7.3,12.8,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/3/06,6.9,12.8,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/4/06,3.4,5,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/5/06,2.9,8.9,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/6/06,2.4,8.3,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/7/06,5.1,9.4,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/8/06,3.1,5.6,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/9/06,2.9,9.4,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/10/06,6.6,13.9,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/11/06,9.6,16.7,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/12/06,9.9,15,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/13/06,8,9.4,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/14/06,9.6,15.6,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/15/06,6.1,7.2,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/16/06,5.9,7.2,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/17/06,5.4,7.2,2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/18/06,7.9,10,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/19/06,9.1,15.6,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/20/06,8.9,14.4,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/21/06,6.3,12.8,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/22/06,8.7,16.1,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/23/06,9.2,13.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/24/06,5.4,6.7,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/25/06,8,14.4,2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/26/06,4.5,8.9,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/27/06,7.3,13.3,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/28/06,5.9,11.7,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/29/06,8.3,15,2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/30/06,12.1,20,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/1/06,8.2,13.3,5,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/2/06,6.8,8.9,5,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/3/06,11.9,17.2,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/4/06,15.3,21.7,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/5/06,15.4,22.8,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/6/06,10.6,16.7,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/7/06,10,16.1,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/8/06,10.1,13.9,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/9/06,9.6,16.1,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/10/06,10.5,12.8,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/11/06,9.6,11.7,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/12/06,8.3,9.4,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/13/06,9.8,11.7,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/14/06,9.7,13.9,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/15/06,10.3,14.4,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/16/06,9.3,12.2,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/17/06,12.1,16.7,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/18/06,12.2,18.9,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/19/06,10.3,13.9,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/20/06,11.2,15,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/21/06,11.9,17.8,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/22/06,9.8,16.1,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/23/06,10.7,17.2,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/24/06,12.3,15.6,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/25/06,13.2,17.2,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/26/06,14.5,21.7,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/27/06,18.4,25,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/28/06,20.3,26.1,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/29/06,21.6,28.3,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/30/06,15.8,19.4,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/31/06,13.6,15.6,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/1/06,19.5,27.8,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/2/06,16.4,20.6,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/3/06,12.5,14.4,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/4/06,11.2,12.2,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/5/06,13.4,16.1,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/6/06,15,19.4,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/7/06,11.7,12.8,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/8/06,10.4,11.7,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/9/06,11.9,17.8,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/10/06,11.1,13.3,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/11/06,13.4,18.9,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/12/06,18.6,24.4,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/13/06,20.1,26.1,16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/14/06,15.8,18.9,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/15/06,16.8,22.2,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/16/06,20.2,26.7,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/17/06,20.7,27.2,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/18/06,17.9,23.9,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/19/06,16.6,21.7,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/20/06,19.9,26.7,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/21/06,18.4,24.4,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/22/06,18.3,22.2,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/23/06,20.1,25.6,16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/24/06,17.6,20.6,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/25/06,18.5,23.9,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/26/06,18.1,21.1,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/27/06,19.9,23.9,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/28/06,19.4,25,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/29/06,18.2,20,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/30/06,16.6,18.9,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/1/06,18.8,23.3,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/2/06,20.1,23.3,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/3/06,21,26.7,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/4/06,18.9,24.4,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/5/06,21.3,27.2,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/6/06,20.2,25,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/7/06,20.7,26.1,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/8/06,22.6,27.8,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/9/06,21.4,25.6,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/10/06,21.1,25.6,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/11/06,20.7,25,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/12/06,21.4,27.2,16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/13/06,19.3,23.9,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/14/06,24.3,30,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/15/06,24.9,30,19.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/16/06,22.2,27.2,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/17/06,22.1,27.2,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/18/06,22.9,30,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/19/06,21.8,27.2,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/20/06,20.6,25.6,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/21/06,20.3,26.1,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/22/06,19.7,23.9,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/23/06,20,22.2,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/24/06,20.8,26.1,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/25/06,20.9,25,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/26/06,22.2,27.8,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/27/06,19.3,20.6,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/28/06,22.2,26.1,19.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/29/06,23.4,28.9,18.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/30/06,20.9,25,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/31/06,20.8,26.7,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/1/06,22.1,25,19.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/2/06,26.1,31.7,21.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/3/06,19.9,25.6,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/4/06,17.9,20,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/5/06,20,25.6,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/6/06,19.5,24.4,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/7/06,19.9,22.8,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/8/06,20.8,25,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/9/06,19.6,25.6,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/10/06,19.6,26.1,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/11/06,15.9,21.1,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/12/06,13.8,20,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/13/06,15.2,21.7,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/14/06,17.8,22.8,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/15/06,19.5,23.3,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/16/06,20.5,26.7,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/17/06,20.1,25.6,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/18/06,20.4,25,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/19/06,19.7,23.3,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/20/06,16.4,18.3,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/21/06,17.5,19.4,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/22/06,19.7,24.4,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/23/06,17.8,23.3,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/24/06,15.9,21.1,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/25/06,14.9,20.6,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/26/06,15.9,21.1,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/27/06,15,18.9,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/28/06,12.7,13.9,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/29/06,14.2,15.6,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/30/06,17.2,23.3,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/31/06,15.3,20.6,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/1/06,16.9,22.2,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/2/06,13.5,17.2,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/3/06,14.8,17.2,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/4/06,16.7,18.9,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/5/06,18.3,25,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/6/06,17.3,21.1,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/7/06,17.3,22.2,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/8/06,14.9,20.6,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/9/06,18.1,25,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/10/06,12.1,17.2,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/11/06,12.2,17.8,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/12/06,14.2,19.4,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/13/06,15.6,22.2,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/14/06,16.4,20.6,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/15/06,17.8,22.8,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/16/06,19.7,25.6,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/17/06,19.2,25,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/18/06,19.4,25,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/19/06,17.3,20.6,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/20/06,15.5,20.6,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/21/06,11.7,15.6,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/22/06,11.2,16.7,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/23/06,13.3,14.4,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/24/06,15.8,17.2,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/25/06,11.3,16.7,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/26/06,13.2,18.9,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/27/06,13,16.7,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/28/06,13.2,16.1,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/29/06,13.3,16.7,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/30/06,9.9,15.6,5,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/1/06,10.9,13.3,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/2/06,9.4,11.1,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/3/06,12.1,17.8,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/4/06,15.3,18.3,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/5/06,9.6,15.6,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/6/06,8.1,12.8,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/7/06,10.1,15,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/8/06,12.5,19.4,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/9/06,16.3,22.2,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/10/06,11,16.1,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/11/06,10.1,11.7,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/12/06,14.3,18.3,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/13/06,9.9,14.4,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/14/06,8.1,13.3,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/15/06,7.1,11.7,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/16/06,8.5,14.4,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/17/06,9.6,13.3,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/18/06,11.9,14.4,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/19/06,12,14.4,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/20/06,12.5,13.9,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/21/06,7.1,12.2,2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/22/06,6.1,11.1,0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/23/06,6.7,7.8,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/24/06,5.5,7.2,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/25/06,5.7,10,2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/26/06,4.9,8.3,2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/27/06,4.8,9.4,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/28/06,8.6,13.3,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/29/06,7.5,10,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/30/06,5.2,8.3,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",10/31/06,6,11.7,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/1/06,11,15.6,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/2/06,4.4,10.6,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/3/06,1.4,6.7,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/4/06,0.6,5,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/5/06,1.2,6.7,-3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/6/06,4,7.2,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/7/06,7.6,11.1,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/8/06,10.9,12.2,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/9/06,12.7,14.4,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/10/06,8.9,12.8,2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",11/11/06,7.9,11.7,2.8,,,,,,
