STATION,NAME,DATE,TAVG,TMAX,TMIN,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/1/04,0.3,1.1,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/6/04,10.2,13.9,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/7/04,-15.6,-15.6,-15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/8/04,-19.1,-15.6,-22.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/9/04,-19.7,-15,-23.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/10/04,-20.2,-16.1,-23.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/11/04,-14.4,-7.2,-23.3,,,,,,s
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/12/04,-6.9,-3.9,-9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/13/04,-10.6,-5,-21.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/14/04,-23.6,-20,-26.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/15/04,-22.9,-17.2,-25.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/16/04,-17.1,-8.9,-26.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/17/04,-5.7,0,-10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/18/04,-4.2,0.6,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/19/04,-7.3,-3.9,-10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/20/04,-8.1,-3.3,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/21/04,-8.1,-1.7,-12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/22/04,-5.6,-2.2,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/23/04,-12.5,-7.8,-18.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/24/04,-17.5,-12.8,-21.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/25/04,-19.7,-13.9,-24.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/26/04,-18.5,-12.8,-22.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/27/04,-12.5,-3.9,-21.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/28/04,-11,-6.1,-16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/29/04,-8.6,-6.1,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/30/04,-10.7,-5.6,-15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",1/31/04,-12.2,-6.7,-17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/1/04,-4.9,1.1,-12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/2/04,-1,3.9,-3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/3/04,0.2,3.3,-2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/4/04,1.4,6.1,-5,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/5/04,-5.6,-1.1,-7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/6/04,-5.6,0,-10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/7/04,-3.3,-1.1,-7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/8/04,-11.7,-9.4,-13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/9/04,-3.1,1.7,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/10/04,1.9,6.7,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/11/04,-2.4,3.9,-10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/12/04,-7.9,-3.3,-13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/13/04,-1.2,2.8,-5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/14/04,-0.2,5,-8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/15/04,-14.2,-10,-17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/16/04,-11.4,-5.6,-16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/17/04,-11,-5.6,-18.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/18/04,-3.8,-2.2,-5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/19/04,-3.2,-1.1,-5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/20/04,-0.5,5.6,-7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/21/04,-0.9,0.6,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/22/04,-4.8,-3.3,-5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/23/04,-2.8,2.2,-6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/24/04,-4,2.2,-9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/25/04,-2.8,4.4,-9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/26/04,-4.3,1.7,-8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/27/04,-3.4,2.8,-11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/28/04,-1.1,6.1,-7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",2/29/04,0.8,6.1,-3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/1/04,2.7,7.8,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/2/04,3.4,5,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/3/04,4.1,8.9,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/4/04,2.2,6.7,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/5/04,1,3.3,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/6/04,3.9,6.7,0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/7/04,-0.3,2.8,-2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/8/04,-3.2,-0.6,-6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/9/04,-4.6,1.1,-8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/10/04,-1.1,3.3,-4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/11/04,0.3,3.3,-3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/12/04,0.4,3.3,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/13/04,-0.3,5,-6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/14/04,-2.1,3.3,-7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/15/04,2.8,7.2,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/16/04,-1.8,1.1,-6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/17/04,-6.7,-3.3,-10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/18/04,-7.1,-2.2,-11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/19/04,-3.8,-0.6,-7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/20/04,-1.4,4.4,-6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/21/04,0.6,3.3,-1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/22/04,-6,-1.7,-12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/23/04,-4.8,-0.6,-13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/24/04,0.5,5,-3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/25/04,3.2,7.2,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/26/04,4.7,5.6,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/27/04,5.5,6.7,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/28/04,2.3,7.2,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/29/04,0,5.6,-3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/30/04,0,4.4,-3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",3/31/04,2.9,7.8,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/1/04,4.8,7.8,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/2/04,1.7,3.3,-0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/3/04,2.6,3.9,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/4/04,3.4,6.1,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/5/04,-1.2,2.2,-4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/6/04,0.1,5.6,-3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/7/04,3.9,10,-2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/8/04,5.6,11.7,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/9/04,6.8,13.3,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/10/04,3.1,8.3,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/11/04,3.2,9.4,-2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/12/04,5.4,10.6,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/13/04,4.4,10,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/14/04,8.9,10,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/15/04,5.1,7.8,2.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/16/04,2.2,4.4,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/17/04,7.3,13.3,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/18/04,11.6,17.8,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/19/04,11.8,16.1,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/20/04,11.1,15,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/21/04,4.9,8.3,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/22/04,9.5,15,5,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/23/04,5.9,9.4,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/24/04,4.1,9.4,-1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/25/04,2.9,10.6,-4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/26/04,2.6,3.9,0.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/27/04,5.6,10.6,3.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/28/04,7.7,14.4,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/29/04,8.2,12.8,1.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",4/30/04,17.8,26.7,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/1/04,16.2,21.7,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/2/04,14.1,17.2,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/3/04,11.2,13.3,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/4/04,7.2,10.6,2.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/5/04,8.6,13.3,1.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/6/04,10.9,16.1,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/7/04,13.8,23.3,3.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/8/04,7.5,15,0,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/9/04,10.6,14.4,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/10/04,9.4,12.8,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/11/04,19.6,26.1,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/12/04,17.5,23.9,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/13/04,8.1,11.1,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/14/04,8.3,12.2,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/15/04,17.3,24.4,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/16/04,10.4,16.7,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/17/04,11.7,18.3,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/18/04,10.1,13.9,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/19/04,16.5,21.7,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/20/04,15.8,21.7,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/21/04,14.8,24.4,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/22/04,7.8,10.6,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/23/04,9.4,13.9,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/24/04,9.2,11.7,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/25/04,6.8,8.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/26/04,5.5,6.1,4.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/27/04,9,13.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/28/04,8.2,9.4,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/29/04,10.6,15.6,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/30/04,11.8,18.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",5/31/04,11.9,18.3,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/1/04,7.7,9.4,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/2/04,7,8.9,6.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/3/04,10.7,17.8,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/4/04,13.7,20.6,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/5/04,14.3,19.4,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/6/04,12.9,17.2,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/7/04,8.9,12.8,6.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/8/04,16.7,25.6,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/9/04,25.1,32.2,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/10/04,15.9,21.7,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/11/04,14.4,21.1,7.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/12/04,15.3,21.1,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/13/04,15.9,21.7,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/14/04,13.9,16.7,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/15/04,18.9,26.7,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/16/04,20.6,26.7,16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/17/04,22,26.7,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/18/04,17.2,21.7,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/19/04,11.5,13.9,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/20/04,13.8,20,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/21/04,17.2,23.9,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/22/04,16.3,22.2,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/23/04,14.6,21.7,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/24/04,10.1,12.8,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/25/04,11.9,13.9,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/26/04,13.2,14.4,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/27/04,15.3,21.1,9.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/28/04,16.6,22.2,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/29/04,14.9,18.9,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",6/30/04,17.3,21.7,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/1/04,18.2,22.8,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/2/04,16.2,20.6,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/3/04,16,21.7,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/4/04,16.9,22.2,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/5/04,13.8,16.1,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/6/04,18.1,23.9,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/7/04,18.7,23.3,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/8/04,15,17.2,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/9/04,14.4,16.1,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/10/04,17.8,22.2,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/11/04,18.7,25,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/12/04,20.1,26.1,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/13/04,16.9,21.1,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/14/04,15.1,18.3,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/15/04,14.4,16.1,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/16/04,17.6,22.8,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/17/04,20.6,26.1,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/18/04,20.7,25.6,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/19/04,17.5,20.6,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/20/04,20.3,25.6,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/21/04,21.6,27.2,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/22/04,19.4,22.8,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/24/04,14.9,16.1,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/25/04,16.3,20.6,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/26/04,18.1,22.8,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/27/04,18,20.6,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/28/04,14.4,14.4,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/29/04,19.3,25.6,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/30/04,23.1,28.3,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",7/31/04,21.2,23.9,19.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/1/04,21.1,23.9,18.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/2/04,24.6,28.9,18.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/3/04,22,26.7,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/4/04,22.9,26.7,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/5/04,20.7,22.8,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/6/04,18.3,20,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/7/04,18.7,21.7,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/8/04,16.6,20.6,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/9/04,18.8,25.6,11.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/10/04,22.8,27.2,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/11/04,18.5,20.6,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/12/04,19.6,22.8,17.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/13/04,18.4,19.4,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/14/04,21.8,26.7,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/15/04,17.3,18.3,16.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/16/04,15.7,18.3,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/17/04,18.6,23.9,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/18/04,20.1,23.3,15,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/19/04,17.7,18.9,16.1,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/20/04,20.7,23.9,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/21/04,18.2,19.4,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/22/04,15.8,20.6,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/23/04,18.6,21.1,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/24/04,13,15.6,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/25/04,16.8,21.7,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/26/04,16.8,21.7,12.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/27/04,18.7,21.7,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/28/04,23.4,29.4,18.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/29/04,19.7,23.3,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/30/04,20,25,17.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",8/31/04,19.4,23.3,15.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/1/04,18.4,23.9,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/2/04,13.3,18.9,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/3/04,17.2,21.1,11.7,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/4/04,15,18.9,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/5/04,12,16.1,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/6/04,12.9,16.7,8.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/7/04,17.7,22.2,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/8/04,17.6,20.6,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/9/04,16.3,18.9,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/10/04,16.1,18.9,13.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/11/04,16.1,22.8,10.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/12/04,16.3,21.1,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/13/04,14.2,17.8,8.3,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/14/04,11.4,16.1,7.2,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/15/04,14.6,19.4,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/16/04,16.9,21.7,13.9,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/17/04,17.9,21.7,14.4,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/18/04,9.8,13.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/19/04,9.9,12.2,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/20/04,12.6,18.3,5.6,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/21/04,13.8,18.9,10,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/22/04,16.7,20.6,12.8,,,,,,
USR0000MMCF,"MCFARLAND HILL MAINE, ME US",9/23/04,15.4,20,12.2,,,,,,
