"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-26","74","86","67"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-27","69","80","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-28","69","79","62"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-29","68","76","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-30","70","79","62"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-08-31","64","70","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-01","62","73","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-02","60","72","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-03","66","77","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-04","62","72","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-05","58","68","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-06","60","67","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-07","71","83","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-08","75","85","68"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-09","60","69","56"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-10","56","58","55"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-11","57","59","55"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-12","60","68","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-13","58","66","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-14","58","65","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-15","55","58","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-16","51","62","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-17","53","63","46"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-18","56","65","48"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-19","58","67","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-20","61","70","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-21","60","72","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-22","56","61","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-23","64","74","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-24","62","75","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-25","70","81","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-26","73","81","66"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-27","67","72","61"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-28","62","68","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-29","56","68","48"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-09-30","49","59","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-01","52","59","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-02","56","62","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-03","62","69","56"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-04","66","77","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-05","65","74","57"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-06","62","72","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-07","50","57","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-08","46","51","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-09","50","61","43"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-10","51","54","48"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-11","54","60","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-12","52","56","48"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-13","48","58","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-14","45","52","35"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-15","45","57","35"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-16","47","59","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-17","48","60","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-18","54","64","46"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-19","57","61","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-20","59","63","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-21","58","67","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-22","65","79","55"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-23","61","66","57"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-24","51","59","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-25","48","57","43"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-26","47","57","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-27","55","60","47"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-28","48","56","35"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-29","36","45","30"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-30","44","53","35"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-10-31","49","56","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-01","51","57","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-02","40","47","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-03","40","43","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-04","43","51","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-05","43","49","39"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-06","45","50","39"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-07","40","50","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-08","35","41","31"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-09","34","41","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-10","30","32","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-11","30","38","23"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-12","32","40","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-13","40","45","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-14","46","53","36"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-15","53","56","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-16","38","53","30"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-17","32","39","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-18","30","38","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-19","29","35","22"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-20","34","36","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-21","33","37","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-22","47","50","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-23","30","40","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-24","22","28","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-25","34","42","24"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-26","42","45","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-27","44","55","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-28","28","35","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-29","36","44","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-11-30","32","36","26"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-01","20","35","10"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-02","19","25","10"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-03","27","31","21"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-04","26","31","21"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-05","23","28","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-06","17","22","12"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-07","26","32","15"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-08","28","35","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-09","18","25","12"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-10","17","21","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-11","25","31","16"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-12","31","41","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-13","12","15","8"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-14","22","28","12"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-15","11","23","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-16","20","44","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-17","18","27","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-18","15","24","9"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-19","19","26","13"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-20","26","35","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-21","18","23","13"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-22","26","34","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-23","41","47","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-24","38","49","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-25","34","42","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-26","32","41","26"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-27","30","32","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-28","28","31","26"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-29","33","38","26"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-30","32","38","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2007-12-31","27","29","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-01","18","20","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-07","42","45","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-08","49","57","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-09","46","49","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-10","38","45","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-11","37","49","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-12","36","43","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-13","30","36","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-14","22","24","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-15","20","26","15"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-16","19","25","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-17","21","31","11"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-18","34","44","26"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-19","27","33","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-20","16","28","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-21","8","13","0"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-22","25","35","10"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-23","27","33","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-24","16","20","11"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-25","12","21","1"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-26","19","26","13"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-27","19","23","16"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-28","20","26","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-29","30","40","22"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-30","37","45","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-01-31","25","31","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-01","24","32","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-02","34","46","23"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-03","28","33","22"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-04","29","37","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-05","32","37","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-06","30","34","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-07","19","24","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-08","25","31","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-09","25","30","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-10","30","37","22"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-11","13","20","8"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-12","16","26","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-13","35","47","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-14","29","35","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-15","29","39","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-16","13","19","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-17","26","34","12"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-18","45","51","36"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-19","35","41","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-20","23","29","15"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-21","15","23","8"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-22","21","28","11"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-23","25","33","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-24","25","34","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-25","32","42","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-26","32","36","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-27","29","32","23"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-28","17","23","6"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-02-29","9","17","-1"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-01","29","34","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-02","24","33","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-03","28","38","15"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-04","40","45","30"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-05","33","46","24"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-06","31","41","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-07","35","41","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-08","37","50","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-09","31","44","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-10","20","27","14"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-11","24","33","13"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-12","32","36","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-13","25","32","18"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-14","30","34","24"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-15","29","33","24"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-16","29","36","21"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-17","31","37","25"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-18","32","42","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-19","34","38","30"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-20","33","38","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-21","26","30","23"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-22","27","35","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-23","27","35","20"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-24","26","35","16"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-25","25","34","17"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-26","37","46","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-27","36","40","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-28","31","36","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-29","25","31","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-30","32","43","19"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-03-31","35","42","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-01","46","50","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-02","37","48","28"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-03","37","48","27"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-04","37","43","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-05","37","42","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-06","38","44","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-07","38","45","31"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-08","42","54","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-09","42","52","32"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-10","46","61","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-11","43","54","34"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-12","38","40","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-13","38","44","31"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-14","39","48","29"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-15","43","56","31"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-16","47","58","39"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-17","51","60","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-18","58","73","46"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-19","52","63","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-20","44","51","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-21","46","56","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-22","52","63","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-23","57","72","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-24","46","54","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-25","46","58","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-26","45","58","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-27","42","48","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-28","45","54","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-29","43","47","38"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-04-30","41","50","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-01","44","54","33"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-02","44","57","35"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-03","43","51","37"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-04","41","44","40"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-05","49","61","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-06","56","67","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-07","62","68","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-08","55","69","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-09","53","63","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-10","45","47","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-11","50","60","39"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-12","48","55","39"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-13","53","65","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-14","55","68","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-15","56","65","47"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-16","55","65","32"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-17","48","51","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-18","54","67","45"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-19","51","59","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-20","51","60","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-21","51","63","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-22","51","59","46"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-23","51","64","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-24","50","59","42"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-25","59","72","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-26","58","69","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-27","59","73","48"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-28","52","64","41"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-29","59","68","44"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-30","55","66","47"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-05-31","53","56","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-01","62","75","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-02","60","67","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-03","63","75","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-04","55","61","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-05","56","64","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-06","52","56","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-07","56","68","49"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-08","73","87","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-09","76","85","69"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-10","60","71","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-11","65","80","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-12","64","73","56"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-13","67","79","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-14","65","77","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-15","58","70","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-16","56","59","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-17","56","64","53"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-18","54","61","51"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-19","54","61","50"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-20","56","64","52"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-21","62","74","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-22","66","78","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-23","64","70","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-24","67","80","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-25","69","79","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-26","71","83","62"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-27","67","79","56"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-28","57","58","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-29","60","72","54"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-06-30","66","72","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-01","72","83","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-02","69","80","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-03","69","77","61"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-04","65","75","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-05","67","77","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-06","68","81","58"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-07","72","83","61"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-08","76","86","69"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-09","72","80","66"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-10","74","85","59"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-11","66","74","56"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-12","69","79","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-13","66","74","60"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-14","69","78","62"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-15","73","83","64"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-16","72","84","64"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-17","73","84","66"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-18","71","83","63"
"USR0000MMCF","MCFARLAND HILL MAINE, ME US","2008-07-19","73","84","64"
